www.laredoute.fr;http://www.laredoute.fr/ ;192.168.0.19;Sat Jan  4 19:11:41 2014
www.laredoute.fr;http://www.laredoute.fr/dtagent55_xjn_5560.js ;192.168.0.19;Sat Jan  4 19:12:04 2014
media.laredoute.fr;http://media.laredoute.fr/1024/projets/all_studio_fr.css?v20131218.163100 ;192.168.0.19;Sat Jan  4 19:12:04 2014
www.laredoute.fr;http://www.laredoute.fr/StaticContent.ashx?v20131218.163100&act=cmb&ctp=css&ltp=local&fls=,css,global,master_structure.css; ;192.168.0.19;Sat Jan  4 19:12:04 2014
www.laredoute.fr;http://www.laredoute.fr/StaticContent.ashx?v20131218.163100&act=cmb&ctp=js&ltp=local&fls=,scripts,jquery,jquery.js;,scripts,jquery,jquery.jsonparse.js;,scripts,jquery,jquery.jsonquery.js;,scripts,jquery,jquery.hoverintent.minified.js;,scripts,jquery,jquery.jcarousel.js;,scripts,jquery,jquery.scrollto.js;,scripts,jquery,jquery.modalwindowswl.js;,scripts,utilities.js;,scripts,base64encodinghelper.js;,scripts,cookiehelpers.js;,scripts,headerhelper.js;,scripts,abtesting.js;,scripts,testandtarget,mbox.js;,scripts,init.js;,scripts,stickybar.js;,scripts,tagcommander.js; ;192.168.0.19;Sat Jan  4 19:12:04 2014
s.m-lr.com;http://s.m-lr.com/1024/projets/header2012/redoute/css/layerBasket_V2.css?v20131218.163100 ;192.168.0.19;Sat Jan  4 19:12:04 2014
www.apple.com;http://www.apple.com/fr/ ;192.168.0.19;Sat Jan  4 19:12:08 2014
images.apple.com;http://images.apple.com/global/nav/styles/navigation.css ;192.168.0.19;Sat Jan  4 19:12:08 2014
images.apple.com;http://images.apple.com/fr/global/styles/base.css ;192.168.0.19;Sat Jan  4 19:12:08 2014
images.apple.com;http://images.apple.com/v/home/ah/styles/home.css ;192.168.0.19;Sat Jan  4 19:12:08 2014
images.apple.com;http://images.apple.com/fr/home/styles/home.css ;192.168.0.19;Sat Jan  4 19:12:08 2014
images.apple.com;http://images.apple.com/v/home/ah/styles/billboard.css ;192.168.0.19;Sat Jan  4 19:12:08 2014
images.apple.com;http://images.apple.com/fr/home/styles/billboard.css ;192.168.0.19;Sat Jan  4 19:12:09 2014
images.apple.com;http://images.apple.com/global/scripts/lib/prototype.js ;192.168.0.19;Sat Jan  4 19:12:09 2014
images.apple.com;http://images.apple.com/global/scripts/lib/scriptaculous.js ;192.168.0.19;Sat Jan  4 19:12:09 2014
images.apple.com;http://images.apple.com/global/scripts/lib/sizzle.js ;192.168.0.19;Sat Jan  4 19:12:10 2014
images.apple.com;http://images.apple.com/global/scripts/browserdetect.js ;192.168.0.19;Sat Jan  4 19:12:10 2014
images.apple.com;http://images.apple.com/global/scripts/apple_core.js ;192.168.0.19;Sat Jan  4 19:12:11 2014
images.apple.com;http://images.apple.com/global/scripts/search_decorator.js ;192.168.0.19;Sat Jan  4 19:12:11 2014
images.apple.com;http://images.apple.com/global/scripts/feedstatistics.js ;192.168.0.19;Sat Jan  4 19:12:11 2014
images.apple.com;http://images.apple.com/global/ac_base/ac_base.js ;192.168.0.19;Sat Jan  4 19:12:11 2014
images.apple.com;http://images.apple.com/global/ac_retina/ac_retina.js ;192.168.0.19;Sat Jan  4 19:12:12 2014
images.apple.com;http://images.apple.com/global/scripts/promomanager.js ;192.168.0.19;Sat Jan  4 19:12:12 2014
www.lequipe.fr;http://www.lequipe.fr/ ;192.168.0.19;Sat Jan  4 19:12:12 2014
www.jeuxvideo.com;http://www.jeuxvideo.com/ ;192.168.0.19;Sat Jan  4 19:12:15 2014
www.jeuxvideo.com;http://www.jeuxvideo.com/css/bootstrap.min.css ;192.168.0.19;Sat Jan  4 19:12:15 2014
www.jeuxvideo.com;http://www.jeuxvideo.com/favicon.ico ;192.168.0.19;Sat Jan  4 19:12:15 2014
www.facebook.com;;192.168.0.19;Sat Jan  4 19:12:30 2014
www.facebook.com;;192.168.0.19;Sat Jan  4 19:12:30 2014
images.apple.com;http://images.apple.com/metrics/scripts/touch_forcedlink.js ;192.168.0.19;Sat Jan  4 19:12:34 2014
images.apple.com;http://images.apple.com/metrics/scripts/s_code_h.js ;192.168.0.19;Sat Jan  4 19:12:34 2014
images.apple.com;http://images.apple.com/global/nav/scripts/globalnav.js ;192.168.0.19;Sat Jan  4 19:12:34 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadair_subhead_small.png ;192.168.0.19;Sat Jan  4 19:12:34 2014
images.apple.com;http://images.apple.com/fr/home/images/iphone5c_hero_large.jpg ;192.168.0.19;Sat Jan  4 19:12:34 2014
images.apple.com;http://images.apple.com/fr/home/images/ipadmini_hero_small.jpg ;192.168.0.19;Sat Jan  4 19:12:34 2014
images.apple.com;http://images.apple.com/fr/home/images/promo_narrow_ipad_air.jpg ;192.168.0.19;Sat Jan  4 19:12:35 2014
images.apple.com;http://images.apple.com/v/home/ag/images/ipadmini_title_medium.png ;192.168.0.19;Sat Jan  4 19:12:35 2014
images.apple.com;http://images.apple.com/fr/home/images/promo_iphone5c.jpg ;192.168.0.19;Sat Jan  4 19:12:36 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadmini_subtitle_medium.png ;192.168.0.19;Sat Jan  4 19:12:36 2014
images.apple.com;http://images.apple.com/fr/home/images/ipadmini_hero_medium.jpg ;192.168.0.19;Sat Jan  4 19:12:36 2014
images.apple.com;http://images.apple.com/v/home/ag/images/iphone5c_title_small.png ;192.168.0.19;Sat Jan  4 19:12:36 2014
images.apple.com;http://images.apple.com/v/home/ag/images/iphone5s_title_medium.png ;192.168.0.19;Sat Jan  4 19:12:36 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadmini_subtitle_large.png ;192.168.0.19;Sat Jan  4 19:12:37 2014
images.apple.com;http://images.apple.com/fr/home/images/ipadair_hero_medium.jpg ;192.168.0.19;Sat Jan  4 19:12:37 2014
images.apple.com;http://images.apple.com/v/home/ag/images/ipadair_title_large.png ;192.168.0.19;Sat Jan  4 19:12:37 2014
images.apple.com;http://images.apple.com/v/home/ag/images/ipadair_title_medium.png ;192.168.0.19;Sat Jan  4 19:12:37 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadair_subhead_medium.png ;192.168.0.19;Sat Jan  4 19:12:37 2014
images.apple.com;http://images.apple.com/v/home/ag/images/iphone5c_title_medium.png ;192.168.0.19;Sat Jan  4 19:12:37 2014
images.apple.com;http://images.apple.com/fr/home/images/iphone5s_hero_small.png ;192.168.0.19;Sat Jan  4 19:12:37 2014
images.apple.com;http://images.apple.com/fr/home/images/iphone5c_hero_small.jpg ;192.168.0.19;Sat Jan  4 19:12:38 2014
images.apple.com;http://images.apple.com/fr/home/images/promo_ipad_air.jpg ;192.168.0.19;Sat Jan  4 19:12:38 2014
images.apple.com;http://images.apple.com/v/home/ag/images/iphone5s_title_small.png ;192.168.0.19;Sat Jan  4 19:12:38 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/iphone5c_subhead_medium.png ;192.168.0.19;Sat Jan  4 19:12:38 2014
images.apple.com;http://images.apple.com/v/home/ag/images/iphone5c_title_large.png ;192.168.0.19;Sat Jan  4 19:12:38 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadmini_subhead_small.png ;192.168.0.19;Sat Jan  4 19:12:39 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadmini_subtitle_small.png ;192.168.0.19;Sat Jan  4 19:12:39 2014
images.apple.com;http://images.apple.com/v/home/ag/images/ipadmini_title_small.png ;192.168.0.19;Sat Jan  4 19:12:39 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadair_subhead_large.png ;192.168.0.19;Sat Jan  4 19:12:39 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/ipadmini_subhead_medium.png ;192.168.0.19;Sat Jan  4 19:12:39 2014
images.apple.com;http://images.apple.com/v/home/ag/images/iphone5s_title_large.png ;192.168.0.19;Sat Jan  4 19:12:39 2014
images.apple.com;http://images.apple.com/fr/home/images/promo_narrow_ipad_mini.jpg ;192.168.0.19;Sat Jan  4 19:12:40 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/iphone5s_subhead_small.png ;192.168.0.19;Sat Jan  4 19:12:40 2014
images.apple.com;http://images.apple.com/fr/home/images/iphone5s_hero_large.png ;192.168.0.19;Sat Jan  4 19:12:40 2014
www.lequipe.fr;http://www.lequipe.fr/v6/css/style_v65.css?03-01-17h34 ;192.168.0.19;Sat Jan  4 19:12:40 2014
www.lequipe.fr;http://www.lequipe.fr/v6/js/modernizr.js ;192.168.0.19;Sat Jan  4 19:12:40 2014
www.lequipe.fr;http://www.lequipe.fr/v6/js/ads-one-call_v5all_nug.js ;192.168.0.19;Sat Jan  4 19:12:40 2014
images.apple.com;http://images.apple.com/euro/home/j/titles_fr/images/iphone5c_subhead_small.png ;192.168.0.19;Sat Jan  4 19:12:40 2014
